Site;Annee;nom_protocole;groupe_taxonomique;espece;effectifs
EIDER;2018;Transect arthropode Session 2;Heteroptera;Pyrrhocoris apterus;1
PAREX;2018;Plaques;Heteroptera;Pyrrhocoris apterus;1
GTMBA;2018;Transect arthropode Session 2;Heteroptera;Pyrrhocoris apterus;1
FRANK;2018;Transect arthropode Session 2;Heteroptera;Pyrrhocoris apterus;1
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 2;Heteroptera;Pyrrhocoris apterus;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Heteroptera;Pyrrhocoris apterus;1
GOOPL;2019;Transect arthropodes P2;Hétéroptères;Pyrrhocoris apterus;1
PERIS;2019;Transect arthropodes P2;Hétéroptères;Pyrrhocoris apterus;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Lepidoptera;Pyronia tithonus;1
CIROB;2017;Transect arthropode Session 1;Coleoptera;Psyllobora vigintiduopunctata;1
CIROB;2017;Transect arthropode Session 2;Coleoptera;Psyllobora vigintiduopunctata;1
ECOBIO_BOIS;2017;Transect arthropode Session 2;Coleoptera;Psyllobora vigintiduopunctata;1
PULMA;2018;Transect arthropode Session 1;Coleoptera;Psyllobora vigintiduopunctata;1
ECOBIO_BOIS;2018;Transect arthropode Session 2;Coleoptera;Psyllobora vigintiduopunctata;1
GRENEL;2018;Transect arthropode Session 2;Coleoptera;Psyllobora vigintiduopunctata;1
MECHO;2018;Transect arthropode Session 2;Coleoptera;Psyllobora vigintiduopunctata;1
CIROB;2017;Transect arthropode Session 1;Coleoptera;Psylliodes luteola;1
ECOBIO_BOIS;2018;Transect arthropode Session 2;Coleoptera;Psylliodes;1
GTMBA;2018;Transect arthropode Session 2;Coleoptera;Psylliodes;1
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 2;Coleoptera;Psylliodes;1
SEINE;2019;Transect arthropodes P1;Coléoptères;Psilothrix viridicoerulea;1
ECOBIO_PRAIRIE;2018;Transect arthropode Session 1;Orthoptera;Pseudochorthippus parallelus;1
SEINE;2018;Transect arthropode Session 2;Orthoptera;Pseudochorthippus parallelus;1
CHAVIN;2018;Transect arthropode Session 2;Orthoptera;Pseudochorthippus parallelus;1
EIDER;2018;Transect arthropode Session 1;Arachnida;Pseudeuophrys lanigera;1
AMROU;2018;Transect arthropode Session 1;Arachnida;Pseudeuophrys lanigera;1
CARON;2018;Transect arthropode Session 1;Arachnida;Pseudeuophrys lanigera;1
PAREX;2018;Transect arthropode Session 1;Arachnida;Pseudeuophrys lanigera;1
MECHO;2018;Transect arthropode Session 1;Arachnida;Pseudeuophrys lanigera;1
BOUTOU;2018;Transect arthropode Session 2;Arachnida;Pseudeuophrys lanigera;1
MUENT;2018;Transect arthropode Session 2;Arachnida;Pseudeuophrys lanigera;1
FRANK;2018;Transect arthropode Session 2;Arachnida;Pseudeuophrys lanigera;1
AMROU;2019;Transect arthropodes P1;Araneae;Pseudeuophrys lanigera;1
BOUCHA;2019;Transect arthropodes P1;Araneae;Pseudeuophrys lanigera;1
EIDER;2018;Transect arthropode Session 2;Arachnida;Pseudeuophrys erratica;1
CD93;2018;Transect arthropode Session 2;Arachnida;Pseudeuophrys erratica;1
ANTHEU;2017;Transect arthropode Session 2;Arachnida;Pseudeuophrys ;1
ABRON;2017;Transect arthropode Session 2;Arachnida;Pseudeuophrys;1
MECHO;2017;Transect arthropode Session 2;Arachnida;Pseudeuophrys;1
PROMA;2017;Transect arthropode Session 2;Arachnida;Pseudeuophrys;1
OLSER;2017;Transect arthropode Session 2;Arachnida;Pseudeuophrys;1
RUWAT;2017;Transect arthropode Session 2;Arachnida;Pseudeuophrys;1
ECOBIO_BOIS;2018;Transect arthropode Session 2;Arachnida;Pseudeuophrys;1
ECOBIO_PRAIRIE;2018;Plaques;Arachnida;Pseudeuophrys;1
GOOPL;2018;Transect arthropode Session 2;Arachnida;Pseudeuophrys;1
GOOPL;2018;Plaques;Arachnida;Pseudeuophrys;1
OLSER;2018;Transect arthropode Session 2;Arachnida;Pseudeuophrys;1
MOZIN_SANS_GESTION;2017;Transect arthropode Session 2;Hymenoptera;Psenulus schencki;1
CIMOD;2017;Transect arthropode Session 1;Homoptera;Psammotettix;1
FRANK;2019;Transect arthropodes P2;Homoptères;Psammotettix;1
MOZIN_AVEC_GESTION;2019;Transect arthropodes P1;Coléoptères;Protapion assimile;1
CIROB;2019;Transect arthropodes P2;Coléoptères;Propylea quatuordecimpunctata ;1
KELLER;2019;Transect arthropodes P2;Coléoptères;Propylea quatuordecimpunctata ;1
PULMA;2019;Transect arthropodes P2;Coléoptères;Propylea quatuordecimpunctata ;1
EIDER;2017;Transect arthropode Session 1;Coleoptera;Propylea quatuordecimpunctata;1
OLSER;2017;Transect arthropode Session 1;Coleoptera;Propylea quatuordecimpunctata;1
FAUTEM;2017;Transect arthropode Session 1;Coleoptera;Propylea quatuordecimpunctata;1
FRANK;2017;Transect arthropode Session 1;Coleoptera;Propylea quatuordecimpunctata;1
BOUTOU;2018;Transect arthropode Session 1;Coleoptera;Propylea quatuordecimpunctata;1
CIROB;2018;Transect arthropode Session 1;Coleoptera;Propylea quatuordecimpunctata;1
PULMA;2018;Transect arthropode Session 1;Coleoptera;Propylea quatuordecimpunctata;1
OLSER;2017;Transect arthropode Session 1;Isopoda;Porcellionides pruinosus;1
ECOBIO_BOIS;2017;Transect arthropode Session 1;Isopoda;Porcellionides pruinosus;1
FONTA;2017;Transect arthropode Session 1;Isopoda;Porcellio scaber;1
AMROU;2017;Transect arthropode Session 1;Isopoda;Porcellio scaber;1
BOUHOP;2017;Transect arthropode Session 1;Isopoda;Porcellio scaber;1
BOUHOP;2017;Transect arthropode Session 2;Isopoda;Porcellio scaber;1
MOZIN_SANS_GESTION;2017;Plaques;Isopoda;Porcellio scaber;1
ECOBIO_BOIS;2017;Transect arthropode Session 2;Isopoda;Porcellio scaber;1
EIDER;2017;Transect arthropode Session 2;Isopoda;Porcellio scaber;1
EIDER;2017;Plaques;Isopoda;Porcellio scaber;1
GOOPL;2017;Transect arthropode Session 2;Isopoda;Porcellio scaber;1
WWF;2017;Transect arthropode Session 2;Isopoda;Porcellio scaber;1
OLSER;2017;Transect arthropode Session 2;Isopoda;Porcellio scaber;1
BOUCHA;2017;Plaques;Isopoda;Porcellio scaber;1
PULMA;2017;Plaques;Isopoda;Porcellio scaber;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 1;Isopoda;Porcellio scaber;1
CD93;2018;Transect arthropode Session 1;Isopoda;Porcellio scaber;1
ECOBIO_PRAIRIE;2018;Transect arthropode Session 1;Isopoda;Porcellio scaber;1
WWF;2018;Transect arthropode Session 1;Isopoda;Porcellio scaber;1
GOOPL;2018;Transect arthropode Session 1;Isopoda;Porcellio scaber;1
EIDER;2018;Transect arthropode Session 2;Isopoda;Porcellio scaber;1
CD93;2018;Plaques;Isopoda;Porcellio scaber;1
FAUTEM;2018;Plaques;Isopoda;Porcellio scaber;1
MUENT;2018;Transect arthropode Session 2;Isopoda;Porcellio scaber;1
MUENT;2018;Plaques;Isopoda;Porcellio scaber;1
CD93;2019;Transect arthropodes P1;Isopodes;Porcellio scaber;1
WWF;2019;Transect arthropodes P1;Isopodes;Porcellio scaber;1
FAUTEM;2019;Transect arthropodes P2;Isopodes;Porcellio scaber;1
KELLER;2019;Transect arthropodes P2;Isopodes;Porcellio scaber;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P2;Isopodes;Porcellio scaber;1
SEINE;2018;Transect arthropode Session 1;Hymenoptera;Ponera coarctata;1
WWF;2017;Transect arthropode Session 1;Lepidoptera;Polyommatus icarus;1
CIROB;2017;Transect arthropode Session 1;Lepidoptera;Polyommatus icarus;1
GTMBA;2018;Transect arthropode Session 2;Lepidoptera;Polyommatus icarus;1
MOZIN_AVEC_GESTION;2018;Transect arthropode Session 2;Lepidoptera;Polyommatus icarus;1
CIROB;2017;Transect arthropode Session 1;Lepidoptera;Polygonia c-album;1
WWF;2018;Transect arthropode Session 1;Lepidoptera;Polygonia c-album;1
FAUTEM;2018;Transect arthropode Session 1;Diplopoda;Polydesmus angustus;1
CIROB;2018;Transect arthropode Session 1;Diplopoda;Polydesmus angustus;1
ECOBIO_BOIS;2017;Plaques;Diplopoda;Polydesmus;1
ECOBIO_BOIS;2018;Transect arthropode Session 1;Diplopoda;Polydesmus;1
PERIS;2017;Transect arthropode Session 1;Hymenoptera;Polistes dominula;1
ROROL;2017;Transect arthropode Session 2;Hymenoptera;Polistes dominula;1
CHAVIN;2017;Transect arthropode Session 2;Hymenoptera;Polistes dominula;1
LUAUB;2018;Transect arthropode Session 1;Hymenoptera;Polistes dominula;1
SEINE;2018;Transect arthropode Session 1;Hymenoptera;Polistes dominula;1
GRENEL;2018;Transect arthropode Session 1;Hymenoptera;Polistes dominula;1
CHAVIN;2018;Transect arthropode Session 2;Hymenoptera;Polistes dominula;1
CIROB;2018;Transect arthropode Session 2;Hymenoptera;Polistes dominula;1
RUWAT;2018;Transect arthropode Session 1;Hymenoptera;Polistes;1
EIDER;2018;Transect arthropode Session 1;Hymenoptera;Polistes;1
FAUTEM;2018;Transect arthropode Session 2;Hymenoptera;Polistes;1
RUWAT;2018;Transect arthropode Session 2;Hymenoptera;Polistes;1
SEINE;2018;Transect arthropode Session 1;Coleoptera;Podagrica fuscicornis;1
GRENEL;2018;Transect arthropode Session 1;Coleoptera;Podagrica fuscicornis;1
WWF;2017;Plaques;Heteroptera;Plinthisus brevipennis;1
CHAVIN;2018;Transect arthropode Session 1;Heteroptera;Plinthisus brevipennis;1
SIBUET;2018;Plaques;Heteroptera;Plinthisus;1
GTMBA;2017;Transect arthropode Session 1;Heteroptera;Platyplax;1
GOOPL;2017;Transect arthropode Session 2;Odonata;Platycnemis pennipes;1
GTMBA;2018;Transect arthropode Session 1;Odonata;Platycnemis pennipes;1
ECOBIO_PRAIRIE;2018;Transect arthropode Session 1;Odonata;Platycnemis pennipes;1
ECOBIO_PRAIRIE;2018;Transect arthropode Session 2;Odonata;Platycnemis pennipes;1
GOOPL;2018;Transect arthropode Session 2;Odonata;Platycnemis pennipes;1
FRANK;2017;Transect arthropode Session 2;Diptera;Platycheirus peltatus;1
FAUTEM;2017;Transect arthropode Session 2;Diptera;Platycheirus;1
PROMA;2019;Transect arthropodes P2;Hétéroptères;Plagiognathus chrysanthemi;1
FONTA;2018;Transect arthropode Session 2;Heteroptera;Plagiognathus arbustorum;1
PERIS;2018;Transect arthropode Session 2;Heteroptera;Plagiognathus arbustorum;1
EIDER;2017;Transect arthropode Session 1;Arachnida;Pisaura mirabilis;1
GTMBA;2017;Transect arthropode Session 2;Arachnida;Pisaura mirabilis;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Hétéroptères;Piezodorus lituratus;1
ECOBIO_PRAIRIE;2018;Transect arthropode Session 1;Lepidoptera;Pieris rapae;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Lepidoptera;Pieris rapae;1
PROMA;2018;Transect arthropode Session 1;Lepidoptera;Pieris napi;1
CIROB;2018;Hors protocole;Lepidoptera;Pieris napi;1
AMROU;2018;Transect arthropode Session 1;Lepidoptera;Pieris brassicae;1
GTMBA;2018;Transect arthropode Session 1;Lepidoptera;Pieris brassicae;1
GOOPL;2018;Transect arthropode Session 2;Lepidoptera;Pieris brassicae;1
SEINE;2018;Transect arthropode Session 1;Lepidoptera;Pieris;1
MECHO;2018;Transect arthropode Session 2;Heteroptera;Phytocoris;1
LUAUB;2018;Transect arthropode Session 1;Heteroptera;Phylus melanocephalus;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P2;Coléoptères;Phyllotreta;1
MOZIN_AVEC_GESTION;2019;Transect arthropodes P1;Araneae;Phylloneta sisyphia;1
CHAVIN;2017;Transect arthropode Session 2;Arachnida;Phylloneta impressa;1
ECOBIO_BOIS;2019;Transect arthropodes P1;Coléoptères;Phyllobius oblongus;1
CIMOD;2017;Transect arthropode Session 1;Arachnida;Phlegra fasciata;1
CD93;2019;Transect arthropodes P1;Araneae;Phlegra fasciata;1
CHAVIN;2018;Transect arthropode Session 2;Arachnida;Phlegra;1
BOUCHA;2019;Transect arthropodes P1;Isopodes;Philoscia muscorum;1
GRENEL;2019;Transect arthropodes P1;Isopodes;Philoscia muscorum;1
ECOBIO_PRAIRIE;2018;Transect arthropode Session 2;Arachnida;Philodromus cespitum;1
GOOPL;2017;Transect arthropode Session 2;Arachnida;Philodromus aureolus;1
FAUTEM;2018;Transect arthropode Session 2;Arachnida;Philodromus albidus;1
GOOPL;2019;Transect arthropodes P1;Araneae;Philodromus albidus;1
RUWAT;2017;Transect arthropode Session 1;Arachnida;Philodromus;1
CIROB;2018;Transect arthropode Session 1;Arachnida;Philodromus;1
GOOPL;2018;Transect arthropode Session 2;Arachnida;Philodromus;1
BOUHOP;2017;Transect arthropode Session 1;Hymenoptera;Philanthus triangulum;1
SIBUET;2017;Transect arthropode Session 1;Hymenoptera;Philanthus triangulum;1
GTMBA;2017;Transect arthropode Session 1;Hymenoptera;Philanthus triangulum;1
FONTA;2017;Transect arthropode Session 2;Hymenoptera;Philanthus triangulum;1
ECOBIO_PRAIRIE;2018;Transect arthropode Session 2;Hymenoptera;Philanthus triangulum;1
SIBUET;2018;Transect arthropode Session 2;Hymenoptera;Philanthus triangulum;1
AMROU;2019;Transect arthropodes P2;Hyménoptères;Philanthus triangulum;1
ECOBIO_BOIS;2017;Transect arthropode Session 1;Homoptera;Philaenus spumarius;1
MECHO;2017;Transect arthropode Session 1;Homoptera;Philaenus spumarius;1
EIDER;2018;Transect arthropode Session 1;Homoptera;Philaenus spumarius;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 1;Homoptera;Philaenus spumarius;1
PAREX;2018;Transect arthropode Session 1;Homoptera;Philaenus spumarius;1
GTMBA;2018;Transect arthropode Session 1;Homoptera;Philaenus spumarius;1
FRANK;2018;Transect arthropode Session 1;Homoptera;Philaenus spumarius;1
PULMA;2018;Transect arthropode Session 1;Homoptera;Philaenus spumarius;1
CIROB;2018;Transect arthropode Session 2;Homoptera;Philaenus spumarius;1
CHAVIN;2019;Transect arthropodes P1;Homoptères;Philaenus spumarius;1
OLSER;2019;Transect arthropodes P1;Homoptères;Philaenus spumarius;1
ROROLL;2019;Transect arthropodes P1;Homoptères;Philaenus spumarius;1
BOUTOU;2019;Transect arthropodes P2;Homoptères;Philaenus spumarius;1
ECOBIO_BOIS;2019;Transect arthropodes P2;Homoptères;Philaenus spumarius;1
EIDER;2019;Transect arthropodes P2;Homoptères;Philaenus spumarius;1
KELLER;2019;Transect arthropodes P2;Homoptères;Philaenus spumarius;1
GTMBA;2018;Transect arthropode Session 1;Diptera;Pherbellia cinerella;1
CD93;2019;Transect arthropodes P1;Diptères;Pherbellia cinerella;1
CD93;2018;Transect arthropode Session 2;Diptera;Pherbellia;1
FAUTEM;2017;Transect arthropode Session 1;Orthoptera;Phaneroptera;1
CIROB;2017;Transect arthropode Session 1;Orthoptera;Phaneroptera;1
FAUTEM;2018;Transect arthropode Session 1;Orthoptera;Phaneroptera;1
MUENT;2018;Transect arthropode Session 1;Orthoptera;Phaneroptera;1
EIDER;2018;Transect arthropode Session 1;Orthoptera;Phaneroptera;1
PROMA;2018;Transect arthropode Session 1;Orthoptera;Phaneroptera;1
GTMBA;2018;Transect arthropode Session 1;Orthoptera;Phaneroptera;1
CD93;2018;Transect arthropode Session 2;Orthoptera;Phaneroptera;1
GOOPL;2018;Transect arthropode Session 2;Orthoptera;Phaneroptera;1
FRANK;2019;Transect arthropodes P1;Orthoptères;Phaneroptera;1
LUAUB;2019;Transect arthropodes P1;Orthoptères;Phaneroptera;1
CIROB;2019;Transect arthropodes P2;Orthoptères;Phaneroptera;1
CIROB;2019;Transect arthropodes P2;Orthoptères;Phaneroptera;1
EIDER;2019;Transect arthropodes P2;Orthoptères;Phaneroptera;1
SEINE;2019;Transect arthropodes P2;Opiliones;Phalangium opilio;1
LUAUB;2017;Transect arthropode Session 1;Heteroptera;Peritrechus nubilus;1
PULMA;2019;Transect arthropodes P2;Hétéroptères;Peritrechus lundii;1
FRANK;2017;Transect arthropode Session 1;Heteroptera;Peritrechus gracilicornis;1
EIDER;2017;Transect arthropode Session 2;Heteroptera;Peritrechus gracilicornis;1
SIBUET;2017;Transect arthropode Session 2;Heteroptera;Peritrechus gracilicornis;1
GTMBA;2018;Transect arthropode Session 2;Heteroptera;Peritrechus gracilicornis;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Heteroptera;Peritrechus gracilicornis;1
BOUTOU;2019;Transect arthropodes P2;Hétéroptères;Peritrechus;1
GOOPL;2017;Transect arthropode Session 1;Heteroptera;Peribalus strictus vernalis;1
GOOPL;2017;Transect arthropode Session 1;Heteroptera;Peribalus strictus;1
ECOBIO_BOIS;2018;Transect arthropode Session 2;Diptera;Peplomyza litura;1
PULMA;2017;Transect arthropode Session 1;Hymenoptera;Passaloecus pictus;1
GUER;2019;Transect arthropodes P1;Hyménoptères;Passaloecus pictus;1
CD93;2019;Transect arthropodes P1;Hyménoptères;Passaloecus;1
ECOBIO_PRAIRIE;2017;Transect arthropode Session 2;Arachnida;Pardosa proxima;1
LUAUB;2018;Transect arthropode Session 1;Arachnida;Pardosa monticola;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 2;Arachnida;Pardosa agrestis;1
FAUTEM;2017;Transect arthropode Session 1;Arachnida;Pardosa;1
MECHO;2017;Transect arthropode Session 1;Arachnida;Pardosa;1
ECOBIO_PRAIRIE;2017;Transect arthropode Session 2;Arachnida;Pardosa;1
GTMBA;2018;Transect arthropode Session 2;Arachnida;Pardosa;1
SEINE;2018;Transect arthropode Session 2;Arachnida;Pardosa;1
GTMBA;2019;Transect arthropodes P1;Araneae;Pardosa;1
WWF;2018;Transect arthropode Session 1;Arachnida;Parasteatoda lunata;1
MUENT;2017;Transect arthropode Session 1;Arachnida;Parasteatoda;1
ALBAR;2018;Plaques;Arachnida;Parasteatoda;1
GOOPL;2017;Transect arthropode Session 1;Lepidoptera;Pararge aegeria;1
WWF;2017;Transect arthropode Session 1;Lepidoptera;Pararge aegeria;1
WWF;2017;Transect arthropode Session 2;Diptera;Paragus quadrifasciatus;1
OLSER;2017;Transect arthropode Session 2;Diptera;Paragus quadrifasciatus;1
MECHO;2019;Transect arthropodes P1;Diptères;Paragus haemorrhous;1
ECOBIO_BOIS;2017;Transect arthropode Session 1;Diptera;Paraclusia tigrina;1
ECOBIO_PRAIRIE;2017;Transect arthropode Session 1;Diptera;Paraclusia tigrina;1
CHAVIN;2018;Transect arthropode Session 1;Lepidoptera;Papilio machaon;1
OLSER;2017;Transect arthropode Session 2;Hymenoptera;Panurgus banksianus;1
ROROL;2017;Transect arthropode Session 1;Heteroptera;Palomena prasina;1
ECOBIO_BOIS;2018;Transect arthropode Session 2;Heteroptera;Palomena prasina;1
GOOPL;2018;Transect arthropode Session 2;Heteroptera;Palomena prasina;1
EIDER;2017;Transect arthropode Session 1;Arachnida;Pachygnatha degeeri;1
OLSER;2017;Transect arthropode Session 1;Arachnida;Pachygnatha degeeri;1
RUWAT;2017;Transect arthropode Session 1;Arachnida;Pachygnatha degeeri;1
FAUTEM;2017;Transect arthropode Session 1;Arachnida;Pachygnatha degeeri;1
ECOBIO_BOIS;2018;Transect arthropode Session 2;Diptera;Pachygaster leachii;1
MOZIN_SANS_GESTION;2018;Transect arthropode Session 1;Diptera;Pachygaster atra;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P1;Diptères;Pachygaster atra;1
ECOBIO_BOIS;2019;Transect arthropodes P2;Diptères;Pachygaster atra;1
MOZIN_SANS_GESTION;2019;Transect arthropodes P2;Diptères;Pachygaster atra;1
LUAUB;2018;Transect arthropode Session 1;Arachnida;Ozyptila praticola;1
GTMBA;2018;Transect arthropode Session 1;Arachnida;Ozyptila;1
CIROB;2018;Transect arthropode Session 1;Arachnida;Ozyptila;1
ROROL;2018;Transect arthropode Session 2;Arachnida;Ozyptila;1
GOOPL;2017;Transect arthropode Session 1;Arachnida;Oxyopes lineatus;1
CIROB;2017;Transect arthropode Session 2;Arachnida;Oxyopes lineatus;1
CD93;2018;Transect arthropode Session 1;Arachnida;Oxyopes lineatus;1
GOOPL;2019;Transect arthropodes P2;Araneae;Oxyopes lineatus;1
MECHO;2018;Transect arthropode Session 2;Arachnida;Oxyopes;1
CHAVIN;2018;Transect arthropode Session 2;Mollusca;Oxychilus draparnaudi;1
GOOPL;2017;Transect arthropode Session 1;Mollusca;Oxychilus cellarius;1
ECOBIO_BOIS;2017;Transect arthropode Session 1;Mollusca;Oxychilus;1
GOOPL;2017;Plaques;Mollusca;Oxychilus;1
CIROB;2017;Transect arthropode Session 1;Heteroptera;Oxycarenus lavaterae;1
FAUTEM;2017;Transect arthropode Session 2;Diplopoda;Oxidus gracilis;1
FAUTEM;2017;Plaques;Diplopoda;Oxidus gracilis;1
CIROB;2018;Transect arthropode Session 1;Diplopoda;Oxidus gracilis;1
FAUTEM;2018;Transect arthropode Session 2;Diplopoda;Oxidus gracilis;1
ANTHEU;2018;Plaques;Diplopoda;Oxidus gracilis;1
ECOBIO_BOIS;2018;Transect arthropode Session 1;Coleoptera;Oulema;1
KELLER;2019;Transect arthropodes P1;Coléoptères;Oulema;1
PAREX;2019;Transect arthropodes P2;Coléoptères;Oulema;1
GOOPL;2017;Transect arthropode Session 1;Coleoptera;Otiorhynchus sulcatus;1
GOOPL;2017;Transect arthropode Session 2;Coleoptera;Otiorhynchus sulcatus;1
WWF;2017;Plaques;Coleoptera;Otiorhynchus sulcatus;1
EIDER;2018;Transect arthropode Session 2;Coleoptera;Otiorhynchus sulcatus;1
WWF;2018;Plaques;Coleoptera;Otiorhynchus sulcatus;1
AMROU;2018;Plaques;Coleoptera;Otiorhynchus sulcatus;1
PROMA;2018;Plaques;Coleoptera;Otiorhynchus sulcatus;1
GOOPL;2019;Transect arthropodes P2;Coléoptères;Otiorhynchus sulcatus;1
FAUTEM;2019;Transect arthropodes P2;Coléoptères;Otiorhynchus ovatus;1
GOOPL;2018;Transect arthropode Session 1;Coleoptera;Otiorhynchus aurifer ;1
BOUTOU;2018;Transect arthropode Session 2;Coleoptera;Otiorhynchus;1
GTMBA;2018;Transect arthropode Session 2;Coleoptera;Otiorhynchus;1
KELLER;2019;Transect arthropodes P1;Coléoptères;Othius punctulatus;1
ALBAR;2018;Transect arthropode Session 1;Arachnida;Ostearius melanopygius;1
MECHO;2018;Transect arthropode Session 1;Arachnida;Ostearius melanopygius;1
